"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Gem_CJuql4","Gem_JW11","Gem_JW3-8s0","Gem_JW9","Gem_obs_UQM2246"
"glnG_1","","Nitrogen regulation protein NR(I)","2","2","1","1","19490","385","22628","","1433","1436","1434","","","GJW3_02230","GW9_02824",""
"cysA","","Sulfate/thiosulfate import ATP-binding protein CysA","2","2","1","1","18264","401","14","","428","1067","747","","","GJW3_02244","GW9_02809",""
"group_22973","","hypothetical protein","2","2","1","1","21055","385","7354","","176","176","176","","","","GW9_01764","GUQM_06126"
"cotH_2","","Inner spore coat protein H","2","2","1","1","15909","385","21924","","308","1172","740","","","GJW3_00294","GW9_04914",""
"cotH_3","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","12926","385","21944","","1175","1175","1175","","GW11_07174","","","GUQM_07293"
"group_2307","","hypothetical protein","2","2","1","1","790","385","22562","","269","803","536","","","GJW3_02773","GW9_02468",""
"group_2309","","hypothetical protein","2","2","1","1","17730","385","20937","","272","272","272","","","GJW3_00507","GW9_08187",""
"group_23188","deaD","ATP-dependent RNA helicase DeaD","2","2","1","1","1514","385","16057","","1688","1691","1689","","","GJW3_03219","GW9_02358",""
"group_23191","","putative efflux pump membrane fusion protein","2","2","1","1","27551","385","21040","","1106","1109","1107","","","GJW3_03136","GW9_02437",""
"group_2322","","hypothetical protein","2","2","1","1","11420","385","18667","","311","380","345","","","GJW3_02668","GW9_02322",""
"yusO_2","","putative HTH-type transcriptional regulator YusO","2","2","1","1","3898","385","5045","","479","479","479","","","GJW3_05019","GW9_04197",""
"group_2330","","hypothetical protein","2","2","1","1","8789","385","23039","","368","464","416","","","GJW3_01663","GW9_04508",""
"sauU_2","","putative sulfoacetate transporter SauU","2","2","1","1","16105","385","23643","","1454","1460","1457","","","GJW3_02909","GW9_02709",""
"group_23318","","hypothetical protein","2","2","1","1","19021","395","22","","1943","1949","1946","","","GJW3_02921","GW9_02721",""
"group_2335","","hypothetical protein","2","2","1","1","8790","385","23040","","188","230","209","","","GJW3_01664","GW9_04507",""
"polA_2","","hypothetical protein","2","2","1","1","2248","385","15419","","416","2003","1209","","","GJW3_05434","GW9_00898",""
"group_2352","","hypothetical protein","2","2","1","1","20775","385","17244","","518","518","518","","","GJW3_02709","GW9_01800",""
"group_2354","","Heat induced stress protein YflT","2","2","1","1","7506","385","19659","","518","518","518","","","GJW3_08481","GW9_08984",""
"group_2357","","SnoaL-like domain protein","2","2","1","1","21158","385","7481","","353","353","353","","","","GW9_01841","GUQM_06052"
"group_2358","","SnoaL-like domain protein","2","2","1","1","20979","385","7802","","344","353","348","","","GJW3_02720","GW9_03670",""
"group_2362","","hypothetical protein","2","2","1","1","21091","385","7399","","194","194","194","","","","GW9_01922","GUQM_06106"
"ziaR_2","","Transcriptional repressor SmtB ","2","2","1","1","4556","385","8797","","329","329","329","","","GJW3_03110","GW9_02290",""
"group_2368","","hypothetical protein","2","2","1","1","17865","385","16478","","1304","1307","1305","","","GJW3_08238","GW9_04975",""
"group_2371","","hypothetical protein","2","2","1","1","24127","385","19966","","224","659","441","","","GJW3_03637","GW9_00728",""
"yhdN_5","","General stress protein 69","2","2","1","1","15073","385","4592","","1031","1031","1031","","","GJW3_08521","GW9_08939",""
"dgcE_3","","Blue-light-activated protein","2","2","1","1","14088","385","18292","","1706","4895","3300","","","GJW3_04936","GW9_08807",""
"cckA_35","","Blue-light-activated protein","2","2","1","1","14089","385","18291","","227","986","606","","","GJW3_04937","GW9_08806",""
"group_2382","","hypothetical protein","2","2","1","1","509","385","11228","","320","3215","1767","","","GJW3_05184","GW9_08768",""
"group_2386","","hypothetical protein","2","2","1","1","7937","385","19285","","1388","1817","1602","","","GJW3_05215","GW9_08828",""
"group_2387","","hypothetical protein","2","2","1","1","7938","385","12333","","524","2393","1458","","","","GW9_08829","GUQM_06895"
"hin_1","","DNA-invertase hin","2","2","1","1","2231","385","8881","","983","1622","1302","","","GJW3_05475","GW9_00847",""
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive","2","2","1","1","25260","385","16841","","1100","1121","1110","","","GJW3_04739","GW9_04231",""
"group_2398","","hypothetical protein","2","2","1","1","7508","385","19658","","719","1013","866","","","GJW3_08482","GW9_08983",""
"group_24322","","hypothetical protein","2","2","1","1","22722","385","535","","1064","1067","1065","","","GJW3_00073","GW9_05735",""
"group_24323","","hypothetical protein","2","2","1","1","3790","385","17768","","302","305","303","","","GJW3_00064","GW9_05745",""
"group_24553","","hypothetical protein","2","2","1","1","9934","385","17854","","647","650","648","","","GJW3_06615","GW9_06540",""
"group_24574","ssb","Single-stranded DNA-binding protein","2","2","1","1","20607","385","17397","","509","515","512","","","GJW3_06771","GW9_06696",""
"ycf3","","bacteriophage N4 receptor, outer membrane subunit","2","2","1","1","23694","385","10064","","1073","1076","1074","","","GJW3_07062","GW9_07013",""
"group_24619","","PBS lyase HEAT-like repeat protein","2","2","1","1","2903","385","1556","","941","959","950","","","GJW3_07069","GW9_07016",""
"lptB_2","","Lipopolysaccharide export system ATP-binding protein LptB","2","2","1","1","11335","385","16207","","1346","1349","1347","","","GJW3_07092","GW9_07038",""
"smc_5","","Chromosome partition protein Smc","2","2","1","1","5850","385","5751","","1010","1013","1011","","","GJW3_07802","GW9_07720",""
"group_24719","","hypothetical protein","2","2","1","1","27643","459","2","","182","185","183","","","GJW3_07810","GW9_07728",""
"group_24791","","hypothetical protein","2","2","1","1","13064","385","11391","","518","524","521","","","GJW3_08699","GW9_08239",""
"group_24879","sigE_65","ECF RNA polymerase sigma factor SigE","2","2","1","1","27511","385","6694","","1682","1688","1685","","","GJW3_05518","GW9_08842",""
"group_2493","","EF hand","2","2","1","1","22325","385","11674","","500","578","539","GJuq_00525","GW11_04565","","",""
"group_24957","","hypothetical protein","2","2","1","1","27830","411","3","","1514","1517","1515","","","GJW3_05586","GW9_09193",""
"czcD","","Metal cation efflux system protein CzcD","2","2","1","1","22187","385","14181","","431","890","660","","GW11_04544","","GW9_00784",""
"cadA_2","","heavy metal translocating P-type ATPase [Rhodopirellula baltica]","2","2","1","1","9120","385","14149","","1775","2180","1977","GJuq_00761","GW11_04325","","",""
"group_2516","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","21749","385","11818","","443","443","443","","GW11_05255","","GW9_02235",""
"yghA","","putative oxidoreductase YghA","2","2","1","1","23261","385","8099","","464","752","608","GJuq_03674","","GJW3_03708","",""
"group_2599","","Putative thiazole biosynthetic enzyme","2","2","1","1","15063","385","6443","","680","1154","917","","","GJW3_08605","GW9_07980",""
"group_2609","fabG_9","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","1","25070","385","6754","","716","716","716","","","GJW3_03988","GW9_01367",""
"group_2626","","hypothetical protein [Gemmata sp. SH-PL17]","2","2","1","1","17131","385","6762","","1955","3368","2661","","GW11_06384","GJW3_04054","",""
"group_2629","","Cytochrome c","2","2","1","1","7847","385","17486","","2540","3137","2838","GJuq_02258","","","GW9_08713",""
"group_2630","","Cytochrome c","2","2","1","1","4514","385","17485","","602","3146","1874","","","GJW3_05835","GW9_08712",""
"traI_2","","Multifunctional conjugation protein TraI","2","2","1","1","1326","385","5309","","2669","2690","2679","","","","GW9_00745","GUQM_03442"
"ylaC_2","","RNA polymerase sigma factor YlaC","2","2","1","1","23238","385","8110","","599","605","602","GJuq_03663","","GJW3_08083","",""
"group_2731","yybR_2","putative HTH-type transcriptional regulator YybR","2","2","1","1","23263","385","8087","","275","458","366","GJuq_03676","","GJW3_03710","",""
"group_2822","","hypothetical protein","2","2","1","1","22009","385","9124","","1430","1631","1530","GJuq_05250","","","GW9_04392",""
"group_2848","","hypothetical protein","2","2","1","1","7535","385","3271","","434","941","687","","","GJW3_02314","GW9_08067",""
"group_2871","xpkA_1","Xylulose-5-phosphate phosphoketolase","2","2","1","1","5877","385","17928","","1595","2423","2009","GJuq_05753","","","GW9_04586",""
"xpkA_2","","Xylulose-5-phosphate phosphoketolase","2","2","1","1","5859","385","17898","","884","2453","1668","","","GJW3_00928","GW9_04587",""
"group_28876","","IS5/IS1182 family transposase [Zavarzinella formosa]","2","2","1","1","21760","385","11848","","815","815","815","","GW11_05245","","GW9_02222",""
"group_293","","hypothetical protein","2","2","1","1","16118","385","20068","","128","758","443","","","GJW3_01500","GW9_00711",""
"group_299","","hypothetical protein","2","2","1","1","7905","385","12223","","638","680","659","","","","GW9_05152","GUQM_06743"
"smc_2","","Chromosome partition protein Smc","2","2","1","1","10381","385","19628","","485","488","486","","","","GW9_01806","GUQM_00641"
"group_303","","hypothetical protein","2","2","1","1","20274","385","7611","","533","773","653","GJuq_00263","","","GW9_01834",""
"rapA_4","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","1701","385","8214","","917","2471","1694","","GW11_01419","","","GUQM_06183"
"group_3081","","hypothetical protein","2","2","1","1","499","385","8347","","851","1370","1110","","GW11_01559","","GW9_01575",""
"group_3082","","hypothetical protein","2","2","1","1","490","385","8343","","500","1349","924","","","GJW3_04440","GW9_01574",""
"group_310","","hypothetical protein","2","2","1","1","25475","385","14953","","632","821","726","GJuq_03557","","","","GUQM_04843"
"group_3134","kdpD","Sensor protein KdpD","2","2","1","1","15998","385","8140","","293","1133","713","","GW11_02223","","","GUQM_04884"
"kdpD","","Sensor protein KdpD","2","2","1","1","15910","385","21911","","1133","1133","1133","","","GJW3_00295","GW9_04913",""
"group_314","","hypothetical protein","2","2","1","1","20360","387","51","","686","800","743","GJuq_00250","","GJW3_05534","",""
"group_315","","hypothetical protein [Gemmata sp. SH-PL17]","2","2","1","1","21408","435","2","","614","833","723","GJuq_06326","GW11_03011","","",""
"group_3154","","hypothetical protein","2","2","1","1","8696","385","15353","","1268","2240","1754","","GW11_02356","GJW3_08826","",""
"group_3155","","hypothetical protein","2","2","1","1","8689","385","15333","","1007","2222","1614","","","GJW3_08825","GW9_05922",""
"group_3156","","hypothetical protein","2","2","1","1","8858","385","15356","","125","1799","962","","GW11_02359","GJW3_08822","",""
"group_3157","","hypothetical protein","2","2","1","1","8687","385","15335","","2069","2264","2166","","","GJW3_08823","GW9_05924",""
"group_3172","","putative metallophosphoesterase","2","2","1","1","4857","385","14793","","185","845","515","","","GJW3_02495","GW9_04108",""
"lpxG_2","","serine/threonine phosphatase [Gemmata obscuriglobus]","2","2","1","1","5012","385","14800","","662","848","755","","GW11_02677","","GW9_04077",""
"moeZ_2","","putative adenylyltransferase/sulfurtransferase MoeZ","2","2","1","1","28657","385","8956","","326","1187","756","","GW11_02765","","","GUQM_01948"
"group_3186","","Acetyl xylan esterase (AXE1)","2","2","1","1","23455","385","3057","","494","1103","798","","","GJW3_02381","GW9_03427",""
"group_3207","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","11387","385","15884","","1568","1937","1752","","GW11_02962","GJW3_00345","",""
"group_3208","","hypothetical protein","2","2","1","1","11381","385","15879","","779","3194","1986","","","GJW3_00346","GW9_04784",""
"ccsA","","Cytochrome c biogenesis protein CcsA","2","2","1","1","24913","385","23078","","467","3773","2120","","","GJW3_05200","GW9_08756",""
"group_324","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","7332","385","11238","","641","650","645","","GW11_05365","","","GUQM_00130"
"group_325","","hypothetical protein [Gemmata sp. SH-PL17]","2","2","1","1","22402","385","2447","","674","692","683","","GW11_05954","","","GUQM_06212"
"group_327","","hypothetical protein","2","2","1","1","5913","385","1955","","713","740","726","","GW11_03361","","GW9_08593",""
"pknB_2","","Serine/threonine-protein kinase PknB","2","2","1","1","20649","385","474","","1244","1253","1248","","GW11_04245","","","GUQM_00098"
"pknB_53","","Serine/threonine-protein kinase PknB","2","2","1","1","4845","385","23016","","2030","2033","2031","","","GJW3_08680","GW9_08057",""
"group_333","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","2073","385","12070","","611","671","641","","GW11_07970","","","GUQM_01603"
"group_3357","","hypothetical protein","2","2","1","1","275","385","11914","","398","398","398","","GW11_05187","","GW9_02163",""
"group_3361","","hypothetical protein","2","2","1","1","21738","385","11805","","605","605","605","","GW11_05265","","GW9_02247",""
"exoX","","Exodeoxyribonuclease 10","2","2","1","1","21731","385","11798","","776","776","776","","GW11_05272","","GW9_02255",""
"group_338","","hypothetical protein [Gemmata sp. SH-PL17]","2","2","1","1","7366","385","12574","","521","743","632","","GW11_03342","","GW9_08607",""
"group_3384","","hypothetical protein","2","2","1","1","6674","385","5188","","392","767","579","","GW11_04901","GJW3_07207","",""
"dap4_6","","Dipeptidyl aminopeptidase 4","2","2","1","1","6644","385","4755","","563","956","759","","","GJW3_07206","GW9_07066",""
"group_3387","","RNA polymerase sigma factor SigD","2","2","1","1","7821","385","14863","","164","569","366","","","GJW3_08375","GW9_08102",""
"flgG_4","","Flagellar basal-body rod protein FlgG","2","2","1","1","23765","385","18129","","599","782","690","","","GJW3_04923","GW9_05165",""
"group_3462","","hypothetical protein [Gemmata obscuriglobus]","2","2","1","1","26696","385","652","","1130","2702","1916","","GW11_05811","","","GUQM_05133"
