pfamAcc	pfamId	minExpressionRank	maxF84	numSpecies
PF11736	DUF3299	2496	0.45	159
PF11737	DUF3300	1960	0.42	267
PF11738	DUF3298	704	0.48	561
PF11739	DctA-YdbH	538	0.38	324
PF11740	KfrA_N	240	0.36	158
PF11741	AMIN	288	0.44	935
PF11742	DUF3302	1469	0.39	158
PF11743	DUF3301	633	0.26	185
PF11745	DUF3304	1912	0.29	89
PF11746	DUF3303	293	0.38	51
PF11747	RebB	48	0.30	52
PF11750	DUF3307	823	0.43	203
PF11751	DUF3308	420	0.42	65
PF11752	DUF3309	1620	0.41	200
PF11753	DUF3310	1815	0.39	106
PF11755	DUF3311	853	0.42	284
PF11756	YgbA_NO	3832	0.44	276
PF11758	Bacteriocin_IIi	558	0.00	8
PF11759	KRTAP	4994	0.30	22
PF11760	CbiG_N	1057	0.50	541
PF11761	CbiG_mid	1193	0.50	323
PF11762	Arabinose_Iso_C	1669	0.46	447
PF11769	DUF3313	433	0.36	291
PF11774	Lsr2	49	0.19	214
PF11775	CobT_C	1499	0.38	241
PF11776	DUF3315	393	0.31	335
PF11777	DUF3316	1373	0.43	38
PF11780	DUF3318	444	0.32	125
PF11784	DUF3320	2025	0.43	109
PF11791	Aconitase_B_N	98	0.42	691
PF11794	HpaB_N	62	0.44	363
PF11795	DUF3322	739	0.41	117
PF11796	DUF3323	5109	0.36	83
PF11797	DUF3324	3855	0.26	113
PF11798	IMS_HHH	489	0.50	1348
PF11799	IMS_C	273	0.50	1838
PF11804	DUF3325	3101	0.32	149
PF11805	DUF3326	1856	0.35	86
PF11806	DUF3327	2362	0.43	270
PF11808	DUF3329	1057	0.26	445
PF11809	DUF3330	1498	0.24	44
PF11811	DUF3331	141	0.06	46
PF11812	DUF3333	330	0.36	202
PF11814	DUF3335	4700	0.35	88
PF11818	DUF3340	231	0.46	485
PF11823	DUF3343	228	0.46	279
PF11828	DUF3348	2744	0.23	81
PF11829	DUF3349	827	0.31	98
PF11832	DUF3352	2011	0.42	81
PF11833	DUF3353	510	0.27	72
PF11836	DUF3356	3744	0.30	94
PF11838	ERAP1_C	1971	0.38	513
PF11839	DUF3359	16	0.25	61
PF11840	DUF3360	1631	0.32	84
PF11842	DUF3362	47	0.50	492
PF11843	DUF3363	2890	0.35	118
PF11844	DUF3364	942	0.41	126
PF11845	DUF3365	2561	0.49	258
PF11846	DUF3366	2127	0.32	156
PF11847	DUF3367	2656	0.20	148
PF11850	DUF3370	1295	0.27	52
PF11852	DUF3372	6096	0.40	128
PF11855	DUF3375	964	0.41	153
PF11856	DUF3376	1893	0.34	83
PF11858	DUF3378	343	0.39	413
PF11860	DUF3380	4211	0.42	100
PF11862	DUF3382	1114	0.31	353
PF11863	DUF3383	1461	0.36	96
PF11866	DUF3386	387	0.39	78
PF11867	DUF3387	4459	0.47	388
PF11868	DUF3388	1710	0.25	212
PF11870	DUF3390	235	0.44	517
PF11871	DUF3391	5058	0.37	229
PF11872	DUF3392	2412	0.36	94
PF11873	DUF3393	1214	0.39	275
PF11874	DUF3394	107	0.37	117
PF11876	DUF3396	730	0.30	62
PF11877	DUF3397	172	0.22	232
PF11880	DUF3400	1076	0.26	140
PF11887	DUF3407	948	0.24	103
PF11888	DUF3408	1859	0.32	26
PF11890	DUF3410	931	0.44	374
PF11892	DUF3412	412	0.32	364
PF11893	DUF3413	1415	0.43	332
PF11896	DUF3416	405	0.45	446
PF11897	DUF3417	995	0.48	360
PF11898	DUF3418	457	0.43	805
PF11899	DUF3419	99	0.41	81
PF11901	DUF3421	2832	0.29	19
PF11902	DUF3422	2823	0.34	164
PF11903	DUF3423	464	0.42	273
PF11906	DUF3426	1280	0.36	323
PF11907	DUF3427	2406	0.43	326
PF11909	NdhN	173	0.27	72
PF11910	NdhO	509	0.27	72
PF11911	DUF3429	841	0.30	136
PF11920	DUF3438	1681	0.29	128
PF11922	DUF3440	847	0.41	233
PF11924	DUF3442	648	0.43	235
PF11925	DUF3443	846	0.32	55
PF11937	DUF3455	1047	0.39	83
PF11939	DUF3457	731	0.29	171
PF11940	DUF3458	784	0.36	731
PF11941	DUF3459	373	0.45	866
PF11943	DUF3460	731	0.18	131
PF11944	DUF3461	478	0.19	214
PF11946	DUF3463	73	0.41	211
PF11947	DUF3464	126	0.27	71
PF11950	DUF3467	656	0.49	139
PF11953	DUF3470	381	0.45	559
PF11954	DUF3471	902	0.45	307
PF11959	DUF3473	1758	0.48	125
PF11962	Peptidase_G2	2358	0.35	111
PF11964	SpoIIAA-like	357	0.44	239
PF11965	DUF3479	382	0.40	126
PF11967	RecO_N	41	0.50	2076
PF11969	DcpS_C	776	0.43	283
PF11972	HTH_13	3456	0.34	39
PF11973	NQRA_SLBB	238	0.47	337
PF11974	MG1	395	0.42	539
PF11975	Glyco_hydro_4C	664	0.45	656
PF11981	DUF3482	1895	0.38	127
PF11982	DUF3483	2907	0.28	88
PF11983	DUF3484	466	0.18	206
PF11985	DUF3486	5284	0.36	93
PF11987	IF-2	160	0.57	2309
PF11990	DUF3487	668	0.25	122
PF11992	DUF3488	2527	0.46	255
PF11994	DUF3489	3289	0.33	48
PF11996	DUF3491	4404	0.35	54
PF11997	DUF3492	1010	0.41	161
PF11998	DUF3493	740	0.27	71
PF12000	Glyco_trans_4_3	2299	0.43	114
PF12002	MgsA_C	393	0.50	2020
PF12005	DUF3499	3061	0.22	223
PF12007	DUF3501	2962	0.41	68
PF12008	EcoR124_C	546	0.51	438
PF12010	DUF3502	3452	0.36	170
PF12019	GspH	637	0.40	457
PF12021	DUF3509	1608	0.07	42
PF12028	DUF3515	1601	0.17	215
PF12029	DUF3516	2941	0.37	220
PF12033	DUF3519	1375	0.17	51
PF12034	DUF3520	2466	0.46	207
PF12035	DUF3521	21	0.25	73
PF12040	DUF3526	4414	0.45	52
PF12046	DUF3529	885	0.27	72
PF12048	DUF3530	1772	0.32	111
PF12049	DUF3531	504	0.27	73
PF12051	DUF3533	1774	0.32	127
PF12058	DUF3539	1119	0.27	71
PF12059	DUF3540	2923	0.34	69
PF12072	DUF3552	234	0.50	1025
PF12073	DUF3553	330	0.38	47
PF12077	DUF3556	1217	0.29	77
PF12079	DUF3558	664	0.19	112
PF12080	GldM_C	152	0.34	64
PF12081	GldM_N	176	0.34	64
PF12084	DUF3561	1751	0.07	178
PF12085	DUF3562	2525	0.13	55
PF12086	DUF3563	103	0.30	73
PF12087	DUF3564	435	0.06	35
PF12088	DUF3565	1455	0.40	73
PF12089	DUF3566	458	0.24	255
PF12091	DUF3567	233	0.14	73
PF12095	DUF3571	1087	0.27	72
PF12096	DUF3572	1874	0.19	107
PF12098	DUF3574	1965	0.39	140
PF12099	DUF3575	158	0.31	32
PF12100	DUF3576	597	0.31	117
PF12101	DUF3577	977	0.26	108
PF12102	DUF3578	2349	0.41	148
PF12105	SpoU_methylas_C	924	0.42	283
PF12106	Colicin_C	312	0.29	9
PF12111	PNPase_C	424	0.17	215
PF12112	DUF3579	632	0.25	163
PF12116	SpoIIID	547	0.39	292
PF12120	Arr-ms	5081	0.39	97
PF12122	DUF3582	2142	0.45	271
PF12123	Amidase02_C	3618	0.08	74
PF12127	YdfA_immunity	587	0.48	263
PF12137	RapA_C	1569	0.41	391
PF12138	Spherulin4	813	0.36	45
PF12146	Hydrolase_4	786	0.41	488
PF12147	Methyltransf_20	3628	0.38	165
PF12151	MVL	1345	0.32	43
PF12156	ATPase-cat_bd	1729	0.45	367
PF12158	DUF3592	1611	0.44	256
PF12159	DUF3593	1204	0.33	87
PF12161	HsdM_N	437	0.56	1335
PF12163	HobA	1264	0.24	85
PF12164	SporV_AA	5099	0.28	161
PF12167	DUF3596	764	0.35	231
PF12168	DNA_pol3_tau_4	384	0.14	207
PF12169	DNA_pol3_gamma3	284	0.50	2034
PF12170	DNA_pol3_tau_5	243	0.26	314
PF12172	DUF35_N	1171	0.38	223
PF12181	MogR_DNAbind	1510	0.12	109
PF12183	NotI	159	0.38	23
PF12186	AcylCoA_dehyd_C	570	0.41	27
PF12199	efb-c	1687	0.00	41
PF12200	DUF3597	672	0.35	107
PF12204	DUF3598	1550	0.27	58
PF12207	DUF3600	3214	0.15	78
PF12211	LMWSLP_N	12	0.03	18
PF12215	GBA2_N	2199	0.42	79
PF12221	HflK_N	312	0.33	574
PF12224	Amidoligase_2	1873	0.41	110
PF12225	MTHFR_C	455	0.39	135
PF12227	DUF3603	476	0.15	133
PF12228	DUF3604	464	0.38	81
PF12229	PG_binding_4	362	0.44	455
PF12236	Head-tail_con	2437	0.39	65
PF12241	Enoyl_reductase	251	0.43	285
PF12242	Eno-Rase_NADH_b	272	0.43	298
PF12244	DUF3606	616	0.39	95
PF12245	Big_3_2	2538	0.43	242
PF12249	AftA_C	4294	0.13	121
PF12250	AftA_N	3709	0.13	121
PF12252	SidE	1329	0.03	13
PF12261	T_hemolysin	1233	0.38	89
PF12263	DUF3611	480	0.28	76
PF12266	DUF3613	2871	0.23	88
PF12270	Cyt_c_ox_IV	293	0.37	222
PF12275	DUF3616	3046	0.39	97
PF12276	DUF3617	2506	0.35	169
PF12277	DUF3618	339	0.39	277
PF12279	DUF3619	1664	0.16	93
PF12282	H_kinase_N	1535	0.40	294
PF12288	CsoS2_M	210	0.31	40
PF12291	DUF3623	2432	0.36	43
PF12293	DUF3625	440	0.32	27
PF12294	DUF3626	1659	0.39	130
PF12300	DUF3628	1783	0.06	25
PF12307	DUF3631	4797	0.34	79
PF12318	FAD-SLDH	3346	0.30	90
PF12320	SbcD_C	1750	0.45	834
PF12323	HTH_OrfB_IS605	63	0.52	564
PF12327	FtsZ_C	109	0.49	2191
PF12339	DNAJ_related	4845	0.34	87
PF12343	DEADboxA	777	0.07	151
PF12344	UvrB	380	0.50	2244
PF12345	DUF3641	648	0.45	161
PF12354	Internalin_N	660	0.28	32
PF12358	DUF3644	2029	0.42	94
PF12362	DUF3646	1473	0.26	177
PF12363	DUF3647	2989	0.24	92
PF12365	DUF3649	2257	0.30	107
PF12367	PFO_beta_C	777	0.46	266
PF12368	DUF3650	706	0.34	320
PF12375	DUF3653	3194	0.27	37
PF12378	CytadhesinP1	97	0.10	21
PF12389	Peptidase_M73	202	0.29	136
PF12390	Se-cys_synth_N	1305	0.44	441
PF12391	PCDO_beta_N	1664	0.41	272
PF12392	DUF3656	1191	0.50	512
PF12394	DUF3657	3045	0.01	16
PF12395	DUF3658	2171	0.40	209
PF12399	BCA_ABC_TP_C	235	0.47	1533
PF12401	DUF3662	396	0.37	295
PF12404	DUF3663	575	0.22	280
PF12408	DUF3666	2996	0.36	213
PF12411	Choline_sulf_C	1627	0.33	112
PF12412	DUF3667	2058	0.43	73
PF12418	AcylCoA_DH_N	74	0.45	533
PF12419	DUF3670	2146	0.45	392
PF12421	DUF3672	1626	0.24	101
PF12431	CitT	1216	0.34	239
PF12434	Malate_DH	479	0.23	76
PF12435	DUF3678	1121	0.40	9
PF12437	GSIII_N	374	0.47	278
PF12438	DUF3679	5190	0.17	124
PF12439	GDE_N	840	0.46	152
PF12447	DUF3683	1335	0.35	156
PF12450	vWF_A	1277	0.46	203
PF12452	DUF3685	753	0.27	68
PF12458	DUF3686	2216	0.43	61
PF12459	DUF3687	560	0.29	376
PF12462	Helicase_IV_N	1663	0.28	216
PF12464	Mac	717	0.50	852
PF12466	GDH_N	373	0.06	23
PF12468	TTSSLRR	5091	0.07	57
PF12469	DUF3692	1251	0.47	98
PF12471	GTP_CH_N	637	0.33	67
PF12472	DUF3693	731	0.31	35
PF12483	GIDE	2551	0.43	63
PF12484	PE_PPE_C	79	0.05	49
PF12486	DUF3702	4013	0.14	112
PF12500	TRSP	2263	0.36	171
PF12501	DUF3708	3343	0.35	162
PF12502	DUF3710	1531	0.22	253
PF12506	DUF3713	304	0.10	21
PF12508	DUF3714	2349	0.32	33
PF12512	DUF3717	613	0.15	91
PF12513	SUV3_C	1973	0.33	76
PF12518	DUF3721	368	0.25	20
PF12525	DUF3726	4416	0.33	25
PF12527	DUF3727	501	0.27	71
PF12528	DUF3728	3958	0.11	183
PF12531	DUF3731	1293	0.42	93
PF12532	DUF3732	1161	0.40	66
PF12535	Nudix_N	1856	0.42	355
PF12536	DUF3734	692	0.27	140
PF12538	FtsK_SpoIIIE_N	3160	0.18	161
PF12544	LAM_C	156	0.50	356
PF12545	DUF3739	3995	0.26	39
PF12551	PHBC_N	390	0.28	109
PF12553	DUF3742	935	0.25	44
PF12555	TPPK_C	721	0.34	229
PF12556	CobS_N	167	0.34	186
PF12557	Co_AT_N	399	0.33	440
PF12558	DUF3744	2943	0.39	281
PF12564	TypeIII_RM_meth	1519	0.42	97
PF12565	DUF3747	343	0.27	43
PF12566	DUF3748	2535	0.44	180
PF12568	DUF3749	1265	0.32	229
PF12571	DUF3751	1026	0.39	239
PF12573	OxoDH_E1alpha_N	226	0.27	104
PF12582	DUF3757	1059	0.20	48
PF12587	DUF3761	3094	0.41	125
PF12588	PSDC	2377	0.42	56
PF12592	DUF3763	1477	0.15	209
PF12594	DUF3764	515	0.32	19
PF12600	DUF3769	1745	0.27	71
PF12602	FinO_N	1885	0.03	3
PF12606	RELT	3210	0.15	116
PF12607	DUF3772	2189	0.29	187
PF12608	DUF3773	723	0.15	17
PF12613	FliC_SP	266	0.05	21
PF12617	LdpA_C	1716	0.35	73
PF12625	Arabinose_bd	963	0.42	534
PF12626	PolyA_pol_arg_C	632	0.36	591
PF12627	PolyA_pol_RNAbd	364	0.50	2200
PF12631	GTPase_Cys_C	587	0.51	1982
PF12633	Adenyl_cycl_N	536	0.31	336
PF12636	DUF3781	1592	0.46	51
PF12637	TSCPD	150	0.50	586
PF12638	Staygreen	3503	0.28	55
PF12639	Colicin-DNase	259	0.39	187
PF12640	UPF0489	4356	0.38	48
PF12641	Flavodoxin_3	1177	0.41	139
PF12642	TpcC	3349	0.33	147
PF12643	MazG-like	1066	0.39	134
PF12645	HTH_16	650	0.39	105
PF12646	DUF3783	3134	0.44	94
PF12647	RNHCP	3105	0.36	70
PF12648	TcpE	3530	0.33	133
PF12650	DUF3784	1677	0.41	160
PF12651	RHH_3	4876	0.40	166
PF12652	CotJB	1081	0.39	241
PF12653	DUF3785	3769	0.21	24
PF12654	DUF3786	2854	0.37	64
PF12655	DUF3787	421	0.28	72
PF12661	hEGF	5179	0.40	117
PF12663	DUF3788	3182	0.41	70
PF12664	DUF3789	5370	0.34	34
PF12666	PrgI	1431	0.33	146
PF12668	DUF3791	3117	0.46	52
PF12669	P12	250	0.41	288
PF12670	DUF3792	2559	0.39	267
PF12671	Amidase_6	1550	0.39	280
PF12672	DUF3793	1581	0.46	138
PF12673	DUF3794	146	0.39	137
PF12674	Zn_ribbon_2	1083	0.42	150
PF12675	DUF3795	3547	0.41	85
PF12676	DUF3796	2313	0.42	120
PF12677	DUF3797	525	0.22	80
PF12679	ABC2_membrane_2	808	0.46	805
PF12680	SnoaL_2	307	0.50	1066
PF12681	Glyoxalase_2	244	0.50	1717
PF12682	Flavodoxin_4	1590	0.46	285
PF12683	DUF3798	1572	0.41	50
PF12684	DUF3799	4942	0.44	118
PF12685	SpoIIIAH	261	0.39	289
PF12686	DUF3800	627	0.45	375
PF12687	DUF3801	5093	0.35	85
PF12688	TPR_5	1132	0.43	276
PF12691	Minor_capsid_3	3543	0.31	42
PF12693	GspL_C	1820	0.36	370
PF12695	Abhydrolase_5	276	0.50	2056
PF12696	TraG-D_C	764	0.43	292
PF12697	Abhydrolase_6	106	0.50	2313
PF12698	ABC2_membrane_3	329	0.50	1782
PF12700	HlyD_2	145	0.50	1901
PF12703	plasmid_Toxin	3786	0.24	15
PF12704	MacB_PCD	249	0.50	2243
PF12705	PDDEXK_1	687	0.50	2063
PF12706	Lactamase_B_2	167	0.50	2006
PF12707	DUF3804	355	0.02	8
PF12708	Pectate_lyase_3	758	0.50	399
PF12710	HAD	322	0.50	1632
PF12713	DUF3806	1627	0.39	40
PF12724	Flavodoxin_5	1700	0.46	603
PF12725	DUF3810	2208	0.43	105
PF12727	PBP_like	119	0.50	452
PF12728	HTH_17	83	0.50	1403
PF12729	4HB_MCP_1	108	0.46	854
PF12730	ABC2_membrane_4	655	0.50	1094
PF12732	YtxH	52	0.46	637
PF12746	GNAT_acetyltran	2666	0.44	176
PF12750	Maff2	5091	0.35	57
PF12758	DUF3813	1477	0.15	128
PF12759	HTH_Tnp_IS1	3921	0.42	145
PF12760	Zn_Tnp_IS1595	188	0.46	191
PF12762	DDE_Tnp_IS1595	309	0.46	321
PF12766	Pyridox_oxase_2	1590	0.46	119
PF12769	DUF3814	36	0.47	1025
PF12770	CHAT	1199	0.46	286
PF12773	DZR	572	0.46	377
PF12779	YXWGXW	2152	0.41	177
PF12784	PDDEXK_2	3814	0.46	286
PF12787	EcsC	936	0.44	433
PF12788	YmaF	3161	0.29	81
PF12790	T6SS-SciN	998	0.36	361
PF12791	RsgI_N	315	0.31	178
PF12792	CSS-motif	662	0.30	340
PF12793	SgrR_N	1796	0.38	371
PF12794	MscS_TM	458	0.44	341
PF12795	MscS_porin	496	0.41	303
PF12796	Ank_2	551	0.48	1116
PF12797	Fer4_2	464	0.43	341
PF12799	LRR_4	647	0.48	496
PF12800	Fer4_4	259	0.46	548
PF12801	Fer4_5	299	0.50	1031
PF12802	MarR_2	134	0.50	1498
PF12804	NTP_transf_3	249	0.50	2035
PF12805	FUSC-like	1546	0.42	507
PF12806	Acyl-CoA_dh_C	303	0.45	574
PF12810	Gly_rich	3995	0.42	18
PF12811	BaxI_1	201	0.46	390
PF12812	PDZ_1	154	0.39	15
PF12821	DUF3815	887	0.50	888
PF12822	DUF3816	115	0.56	807
PF12823	DUF3817	1612	0.43	454
PF12826	HHH_2	725	0.57	2149
PF12831	FAD_oxidored	1028	0.46	524
PF12832	MFS_1_like	1708	0.47	181
PF12833	HTH_18	138	0.50	1934
PF12834	Phage_int_SAM_2	3340	0.34	129
PF12835	Integrase_1	3339	0.37	154
PF12836	HHH_3	19	0.50	1877
PF12837	Fer4_6	832	0.44	329
PF12838	Fer4_7	98	0.50	1382
PF12840	HTH_20	58	0.50	1504
PF12841	YvrJ	2034	0.39	230
PF12843	DUF3820	530	0.43	510
PF12844	HTH_19	95	0.50	1643
PF12846	AAA_10	573	0.50	1091
PF12847	Methyltransf_18	542	0.50	1643
PF12848	ABC_tran_2	280	0.50	2201
PF12849	PBP_like_2	102	0.50	1960
PF12850	Metallophos_2	131	0.50	1943
PF12852	Cupin_6	668	0.44	545
PF12857	TOBE_3	884	0.43	522
PF12860	PAS_7	1254	0.44	477
PF12864	DUF3822	1326	0.38	75
PF12867	DinB_2	208	0.46	855
PF12869	tRNA_anti-like	5025	0.42	90
PF12870	Lumazine_bd	317	0.48	198
PF12872	OST-HTH	527	0.46	358
PF12876	Cellulase-like	2736	0.45	185
PF12882	NUT_C	5479	0.00	1
PF12883	DUF3828	6036	0.40	137
PF12889	DUF3829	4788	0.41	144
PF12893	Lumazine_bd_2	1604	0.45	138
PF12895	Apc3	2023	0.44	107
PF12897	Aminotran_MocR	834	0.36	227
PF12899	Glyco_hydro_100	763	0.42	79
PF12900	Pyridox_ox_2	50	0.46	622
PF12902	Ferritin-like	1078	0.42	62
PF12910	RelB_N	850	0.44	179
PF12911	OppC_N	73	0.47	1914
PF12912	N_NLPC_P60	773	0.36	106
PF12913	SH3_6	925	0.44	206
PF12914	SH3_7	558	0.36	173
PF12915	DUF3833	1903	0.33	204
PF12917	HD_2	2734	0.41	159
PF12918	TcdB_N	1134	0.42	75
PF12919	TcdA_TcdB	1204	0.42	101
PF12920	TcdA_TcdB_pore	1069	0.41	30
PF12937	F-box-like	3477	0.37	15
PF12950	TaqI_C	1563	0.48	252
PF12951	Autotrns_rpt	827	0.44	424
PF12952	DUF3841	4152	0.40	91
PF12953	DUF3842	223	0.37	89
PF12961	DUF3850	6696	0.33	54
PF12964	DUF3853	2481	0.25	9
PF12965	DUF3854	3038	0.42	94
PF12966	AtpR	186	0.44	69
PF12969	DUF3857	900	0.46	215
PF12971	NAGLU_N	5500	0.42	49
PF12972	NAGLU_C	5502	0.42	51
PF12973	Cupin_7	1319	0.39	312
PF12974	Phosphonate-bd	981	0.47	998
PF12975	DUF3859	6306	0.41	45
PF12977	DUF3861	2735	0.38	79
PF12978	DUF3862	1420	0.28	113
PF12981	DUF3865	139	0.39	16
PF12982	DUF3866	1353	0.34	102
PF12983	DUF3867	2064	0.22	37
PF12984	DUF3868	176	0.28	17
PF12986	DUF3870	2253	0.41	120
PF12988	DUF3872	2044	0.32	22
PF12991	DUF3875	1965	0.32	28
PF12992	DUF3876	165	0.37	27
PF12996	DUF3880	4319	0.36	137
PF13005	zf-IS66	204	0.46	435
PF13006	Nterm_IS4	536	0.34	162
PF13007	LZ_Tnp_IS66	306	0.46	397
PF13011	LZ_Tnp_IS481	945	0.34	137
PF13018	ESPR	593	0.37	390
PF13020	DUF3883	514	0.47	283
PF13021	DUF3885	2922	0.40	164
PF13022	HTH_Tnp_1_2	2982	0.33	23
PF13023	HD_3	1499	0.46	797
PF13024	DUF3884	3446	0.19	108
PF13025	DUF3886	3281	0.20	140
PF13026	DUF3887	2976	0.30	83
PF13027	DUF3888	2550	0.23	101
PF13028	DUF3889	3935	0.17	122
PF13030	DUF3891	3441	0.41	124
PF13031	DUF3892	211	0.38	207
PF13032	DUF3893	3779	0.31	92
PF13033	DUF3894	4472	0.07	77
PF13034	DUF3895	2730	0.15	80
PF13035	DUF3896	3107	0.07	77
PF13036	DUF3897	181	0.46	438
PF13037	DUF3898	2410	0.17	126
PF13038	DUF3899	2338	0.34	208
PF13039	DUF3900	2411	0.17	126
PF13040	DUF3901	816	0.15	134
PF13042	DUF3902	4188	0.12	81
PF13043	DUF3903	3196	0.07	77
PF13045	DUF3905	2468	0.20	88
PF13046	DUF3906	2562	0.16	89
PF13047	DUF3907	2107	0.17	127
PF13048	DUF3908	1651	0.24	82
PF13049	DUF3910	5233	0.07	77
PF13050	DUF3911	1083	0.07	77
PF13051	DUF3912	2886	0.07	77
PF13052	DUF3913	1657	0.07	77
PF13053	DUF3914	1250	0.07	73
PF13054	DUF3915	1866	0.07	77
PF13055	DUF3917	5212	0.07	77
PF13056	DUF3918	1491	0.26	127
PF13057	DUF3919	6032	0.34	86
PF13058	DUF3920	5890	0.36	81
PF13059	DUF3922	1524	0.07	77
PF13060	DUF3921	1679	0.08	78
PF13061	DUF3923	4468	0.33	128
PF13062	DUF3924	1956	0.07	76
PF13063	DUF3925	1016	0.07	76
PF13065	DUF3928	1997	0.07	77
PF13066	DUF3929	2949	0.07	77
PF13067	DUF3930	3325	0.07	76
PF13068	DUF3932	918	0.07	77
PF13069	DUF3933	3086	0.08	78
PF13070	DUF3934	2848	0.16	89
PF13071	DUF3935	3031	0.07	77
PF13072	DUF3936	1452	0.28	132
PF13073	DUF3937	1027	0.01	68
PF13074	DUF3938	1944	0.07	77
PF13075	DUF3939	2170	0.15	85
PF13076	DUF3940	2133	0.15	130
PF13077	DUF3909	1207	0.07	76
PF13078	DUF3942	2817	0.07	74
PF13079	DUF3916	1810	0.33	93
PF13080	DUF3926	3502	0.07	71
PF13081	DUF3941	2323	0.15	88
PF13082	DUF3931	1596	0.07	77
PF13083	KH_4	24	0.46	1122
PF13084	DUF3943	1762	0.42	112
PF13085	Fer2_3	44	0.49	1748
PF13086	AAA_11	117	0.48	783
PF13087	AAA_12	379	0.48	883
PF13088	BNR_2	564	0.48	547
PF13089	PP_kinase_N	212	0.48	1396
PF13090	PP_kinase_C	697	0.48	1404
PF13091	PLDc_2	306	0.58	2079
PF13098	Thioredoxin_2	364	0.49	851
PF13099	DUF3944	128	0.41	164
PF13100	OstA_2	1116	0.43	132
PF13101	DUF3945	1729	0.32	26
PF13102	Phage_int_SAM_5	829	0.42	67
PF13103	TonB_2	30	0.41	561
PF13104	DUF3956	3499	0.01	69
PF13105	DUF3959	3780	0.07	76
PF13106	DUF3961	2619	0.13	79
PF13107	DUF3964	640	0.12	105
PF13108	DUF3969	3274	0.32	129
PF13109	AsmA_1	593	0.31	91
PF13110	DUF3966	3287	0.07	76
PF13111	DUF3962	3743	0.28	73
PF13112	DUF3965	3228	0.23	78
PF13113	DUF3970	4081	0.25	114
PF13114	RecO_N_2	1501	0.36	99
PF13115	YtkA	367	0.46	301
PF13116	DUF3971	449	0.40	760
PF13117	Cag12	208	0.33	52
PF13118	DUF3972	1234	0.37	79
PF13119	DUF3973	5603	0.11	79
PF13120	DUF3974	1753	0.07	77
PF13121	DUF3976	2405	0.07	77
PF13122	DUF3977	3864	0.17	93
PF13123	DUF3978	3793	0.11	77
PF13124	DUF3963	4686	0.07	61
PF13125	DUF3958	4240	0.16	42
PF13126	DUF3975	2014	0.08	78
PF13127	DUF3955	4499	0.35	153
PF13128	DUF3954	3753	0.12	73
PF13129	DUF3953	3945	0.34	153
PF13130	DUF3952	3189	0.08	38
PF13131	DUF3951	628	0.13	78
PF13132	DUF3950	338	0.16	96
PF13133	DUF3949	1937	0.16	79
PF13134	DUF3948	634	0.08	78
PF13135	DUF3947	2126	0.07	77
PF13137	DUF3983	3757	0.07	48
PF13138	DUF3982	2801	0.07	77
PF13139	DUF3981	1421	0.08	75
PF13140	DUF3980	4207	0.07	74
PF13141	DUF3979	2508	0.07	77
PF13142	DUF3960	2076	0.07	77
PF13143	DUF3986	1806	0.29	86
PF13144	SAF_2	544	0.46	860
PF13145	Rotamase_2	118	0.48	1228
PF13146	TRL	95	0.39	86
PF13147	Amidohydro_4	617	0.50	1935
PF13148	DUF3987	2638	0.44	237
PF13150	DUF3989	2094	0.26	14
PF13151	DUF3990	2356	0.46	97
PF13152	DUF3967	3009	0.15	82
PF13153	DUF3985	5869	0.07	74
PF13154	DUF3991	1874	0.42	155
PF13155	Toprim_2	801	0.55	283
PF13156	Mrr_cat_2	1554	0.40	159
PF13157	DUF3992	4269	0.16	79
PF13158	DUF3993	1633	0.12	83
PF13159	DUF3994	2809	0.13	45
PF13160	DUF3995	3781	0.39	146
PF13162	DUF3997	5052	0.38	89
PF13163	DUF3999	3098	0.41	109
PF13165	DUF4001	3089	0.37	158
PF13166	AAA_13	1006	0.46	227
PF13167	GTP-bdg_N	193	0.50	1960
PF13170	DUF4003	1458	0.39	173
PF13171	DUF4004	2563	0.39	152
PF13172	PepSY_TM_1	196	0.48	863
PF13173	AAA_14	126	0.51	541
PF13174	TPR_6	68	0.50	1340
PF13175	AAA_15	348	0.45	455
PF13176	TPR_7	440	0.50	551
PF13177	DNA_pol3_delta2	271	0.57	2324
PF13179	DUF4006	247	0.20	84
PF13180	PDZ_2	70	0.50	2267
PF13181	TPR_8	219	0.50	1033
PF13183	Fer4_8	59	0.50	1794
PF13184	KH_5	129	0.57	2303
PF13185	GAF_2	416	0.50	1538
PF13186	SPASM	695	0.48	1127
PF13187	Fer4_9	563	0.49	410
PF13188	PAS_8	60	0.49	1373
PF13189	Cytidylate_kin2	1742	0.48	207
PF13191	AAA_16	1051	0.45	657
PF13192	Thioredoxin_3	151	0.48	976
PF13193	AMP-binding_C	119	0.50	2027
PF13194	DUF4010	1833	0.48	206
PF13195	DUF4011	345	0.47	225
PF13196	DUF4012	2384	0.35	82
PF13201	Xylanase	976	0.41	55
PF13202	EF-hand_5	14	0.46	391
PF13203	DUF2201_N	2833	0.44	211
PF13204	DUF4038	2454	0.46	114
PF13205	Big_5	1093	0.48	392
PF13207	AAA_17	116	0.50	1046
PF13208	TerB-N	844	0.41	92
PF13209	DUF4017	4007	0.12	75
PF13210	DUF4018	2820	0.07	77
PF13211	DUF4019	659	0.39	83
PF13212	DUF4020	4133	0.34	80
PF13213	DUF4021	3478	0.11	76
PF13214	DUF4022	3801	0.07	76
PF13215	DUF4023	1941	0.21	100
